0	-0.890668373277369
0.1	-0.890664303442022
0.2	-0.890652094012292
0.3	-0.890631745217132
0.4	-0.890603257438115
0.5	-0.890566631209429
0.6	-0.890521867217874
0.7	-0.890468966302833
0.8	-0.890407929456257
0.9	-0.890338757822642
1	-0.890261452699
1.1	-0.890176015534831
1.2	-0.890082447932086
1.3	-0.889980751645127
1.4	-0.889870928580694
1.5	-0.889752980797844
1.6	-0.889626910507918
1.7	-0.889492720074478
1.8	-0.889350412013257
1.9	-0.889199988992094
2	-0.889041453830875
2.1	-0.888874809501458
2.2	-0.888700059127614
2.3	-0.888517205984941
2.4	-0.888326253500795
2.5	-0.888127205254202
2.6	-0.887920064975778
2.7	-0.887704836547632
2.8	-0.887481524003285
2.9	-0.887250131527565
3	-0.887010663456509
3.1	-0.886763124277262
3.2	-0.88650751862797
3.3	-0.886243851297665
3.4	-0.88597212722616
3.5	-0.88569235150392
3.6	-0.88540452937195
3.7	-0.885108666221664
3.8	-0.884804767594762
3.9	-0.884492839183096
4	-0.884172886828529
4.1	-0.883844916522804
4.2	-0.883508934407399
4.3	-0.883164946773378
4.4	-0.882812960061243
4.5	-0.88245298086078
4.6	-0.882085015910906
4.7	-0.881709072099503
4.8	-0.881325156463254
4.9	-0.880933276187484
5	-0.880533438605976
5.1	-0.880125651200809
5.2	-0.87970992160217
5.3	-0.879286257588181
5.4	-0.878854667084706
5.5	-0.878415158165167
5.6	-0.877967739050351
5.7	-0.877512418108214
5.8	-0.877049203853683
5.9	-0.876578104948452
6	-0.876099130200777
6.1	-0.875612288565266
6.2	-0.875117589142664
6.3	-0.874615041179642
6.4	-0.874104654068571
6.5	-0.873586437347304
6.6	-0.873060400698943
6.7	-0.872526553951615
6.8	-0.871984907078236
6.9	-0.871435470196271
7	-0.870878253567496
7.1	-0.870313267597759
7.2	-0.869740522836721
7.3	-0.869160029977615
7.4	-0.868571799856992
7.5	-0.867975843454453
7.6	-0.867372171892402
7.7	-0.866760796435774
7.8	-0.866141728491764
7.9	-0.865514979609567
8	-0.86488056148009
8.1	-0.86423848593569
8.2	-0.863588764949878
8.3	-0.862931410637042
8.4	-0.862266435252162
8.5	-0.861593851190512
8.6	-0.860913670987369
8.7	-0.860225907317719
8.8	-0.859530572995949
8.9	-0.858827680975549
9	-0.858117244348801
9.1	-0.85739927634647
9.2	-0.856673790337488
9.3	-0.855940799828643
9.4	-0.855200318464247
9.5	-0.854452360025825
9.6	-0.853696938431779
9.7	-0.852934067737063
9.8	-0.852163762132847
9.9	-0.85138603594618
10	-0.850600903639657
10.1	-0.849808379811065
10.2	-0.849008479193046
10.3	-0.848201216652744
10.4	-0.847386607191454
10.5	-0.846564665944263
10.6	-0.845735408179699
10.7	-0.844898849299361
10.8	-0.844055004837559
10.9	-0.843203890460944
11	-0.84234552196814
11.1	-0.841479915289364
11.2	-0.840607086486055
11.3	-0.839727051750492
11.4	-0.838839827405406
11.5	-0.837945429903604
11.6	-0.837043875827566
11.7	-0.836135181889065
11.8	-0.835219364928765
11.9	-0.834296441915825
12	-0.833366429947494
12.1	-0.832429346248711
12.2	-0.831485208171698
12.3	-0.830534033195546
12.4	-0.829575838925802
12.5	-0.828610643094057
12.6	-0.827638463557524
12.7	-0.826659318298615
12.8	-0.825673225424519
12.9	-0.824680203166772
13	-0.823680269880828
13.1	-0.822673444045622
13.2	-0.821659744263141
13.3	-0.820639189257975
13.4	-0.819611797876882
13.5	-0.818577589088344
13.6	-0.817536581982111
13.7	-0.816488795768761
13.8	-0.81543424977924
13.9	-0.814372963464406
14	-0.813304956394575
14.1	-0.812230248259055
14.2	-0.811148858865684
14.3	-0.810060808140364
14.4	-0.808966116126585
14.5	-0.807864802984962
14.6	-0.806756888992752
14.7	-0.805642394543384
14.8	-0.80452134014597
14.9	-0.803393746424828
15	-0.802259634118996
15.1	-0.801119024081739
15.2	-0.799971937280064
15.3	-0.798818394794224
15.4	-0.797658417817221
15.5	-0.79649202765431
15.6	-0.795319245722494
15.7	-0.794140093550024
15.8	-0.792954592775891
15.9	-0.791762765149319
16	-0.790564632529251
16.1	-0.789360216883836
16.2	-0.788149540289915
16.3	-0.786932624932499
16.4	-0.785709493104255
16.5	-0.784480167204968
16.6	-0.783244669741035
16.7	-0.782003023324918
16.8	-0.780755250674625
16.9	-0.779501374613172
17	-0.778241418068049
17.1	-0.776975404070683
17.2	-0.775703355755896
17.3	-0.774425296361364
17.4	-0.773141249227071
17.5	-0.771851237794763
17.6	-0.770555285607398
17.7	-0.769253416308597
17.8	-0.767945653642084
17.9	-0.766632021451138
18	-0.76531254367803
18.1	-0.763987244363461
18.2	-0.762656147646004
18.3	-0.761319277761536
18.4	-0.759976659042674
18.5	-0.7586283159182
18.6	-0.757274272912498
18.7	-0.755914554644975
18.8	-0.754549185829485
18.9	-0.753178191273758
19	-0.75180159587881
19.1	-0.750419424638373
19.2	-0.749031702638304
19.3	-0.747638455055999
19.4	-0.746239707159812
19.5	-0.744835484308458
19.6	-0.743425811950424
19.7	-0.742010715623378
19.8	-0.740590220953569
19.9	-0.739164353655236
20	-0.73773313953
20.1	-0.73629660446627
20.2	-0.734854774438638
20.3	-0.733407675507272
20.4	-0.731955333817312
20.5	-0.73049777559826
20.6	-0.729035027163369
20.7	-0.727567114909033
20.8	-0.726094065314173
20.9	-0.724615904939614
21	-0.723132660427481
21.1	-0.721644358500568
21.2	-0.720151025961723
21.3	-0.718652689693222
21.4	-0.71714937665615
21.5	-0.715641113889767
21.6	-0.71412792851089
21.7	-0.712609847713256
21.8	-0.711086898766895
21.9	-0.709559109017495
22	-0.708026505885771
22.1	-0.706489116866829
22.2	-0.704946969529527
22.3	-0.703400091515837
22.4	-0.701848510540206
22.5	-0.700292254388913
22.6	-0.698731350919426
22.7	-0.69716582805976
22.8	-0.695595713807827
22.9	-0.694021036230792
23	-0.692441823464421
23.1	-0.690858103712433
23.2	-0.689269905245849
23.3	-0.687677256402337
23.4	-0.686080185585558
23.5	-0.684478721264512
23.6	-0.68287289197288
23.7	-0.681262726308364
23.8	-0.67964825293203
23.9	-0.678029500567651
24	-0.676406498001032
24.1	-0.674779274079364
24.2	-0.673147857710544
24.3	-0.671512277862521
24.4	-0.669872563562624
24.5	-0.668228743896894
24.6	-0.666580848009415
24.7	-0.664928905101644
24.8	-0.663272944431745
24.9	-0.661612995313906
25	-0.659949087117676
25.1	-0.658281249267285
25.2	-0.656609511240969
25.3	-0.654933902570295
25.4	-0.653254452839484
25.5	-0.651571191684731
25.6	-0.649884148793525
25.7	-0.648193353903971
25.8	-0.646498836804109
25.9	-0.644800627331229
26	-0.643098755371189
26.1	-0.641393250857732
26.2	-0.639684143771805
26.3	-0.637971464140865
26.4	-0.636255242038198
26.5	-0.634535507582232
26.6	-0.632812290935849
26.7	-0.631085622305694
26.8	-0.629355531941489
26.9	-0.627622050135338
27	-0.625885207221042
27.1	-0.624145033573405
27.2	-0.622401559607538
27.3	-0.620654815778175
27.4	-0.618904832578969
27.5	-0.617151640541808
27.6	-0.615395270236112
27.7	-0.613635752268143
27.8	-0.611873117280308
27.9	-0.610107395950462
28	-0.60833861899121
28.1	-0.606566817149214
28.2	-0.60479202120449
28.3	-0.603014261969713
28.4	-0.601233570289516
28.5	-0.599449977039795
28.6	-0.597663513127004
28.7	-0.595874209487458
28.8	-0.594082097086633
28.9	-0.592287206918464
29	-0.590489570004645
29.1	-0.588689217393927
29.2	-0.586886180161417
29.3	-0.585080489407873
29.4	-0.583272176259008
29.5	-0.581461271864781
29.6	-0.579647807398701
29.7	-0.577831814057114
29.8	-0.576013323058513
29.9	-0.574192365642824
30	-0.572368973070707
30.1	-0.570543176622853
30.2	-0.56871500759928
30.3	-0.566884497318626
30.4	-0.565051677117451
30.5	-0.563216578349526
30.6	-0.561379232385136
30.7	-0.559539670610371
30.8	-0.557697924426427
30.9	-0.555854025248894
31	-0.554008004507059
31.1	-0.552159893643203
31.2	-0.550309724111888
31.3	-0.548457527379266
31.4	-0.546603334922363
31.5	-0.544747178228385
31.6	-0.542889088794009
31.7	-0.54102909812468
31.8	-0.539167237733912
31.9	-0.537303539142581
32	-0.535438033878224
32.1	-0.533570753474336
32.2	-0.531701729469668
32.3	-0.529830993407525
32.4	-0.527958576835064
32.5	-0.526084511302594
32.6	-0.524208828362871
32.7	-0.522331559570405
32.8	-0.520452736480751
32.9	-0.518572390649814
33	-0.516690553633146
33.1	-0.514807256985252
33.2	-0.512922532258887
33.3	-0.511036411004358
33.4	-0.509148924768827
33.5	-0.507260105095613
33.6	-0.505369983523498
33.7	-0.503478591586024
33.8	-0.501585960810805
33.9	-0.499692122718826
34	-0.49779710882375
34.1	-0.495900950631223
34.2	-0.494003679638186
34.3	-0.492105327332172
34.4	-0.490205925190622
34.5	-0.488305504680189
34.6	-0.48640409725605
34.7	-0.484501734361213
34.8	-0.48259844742583
34.9	-0.480694267866504
35	-0.478789227085607
35.1	-0.476883356470587
35.2	-0.474976687393285
35.3	-0.473069251209247
35.4	-0.47116107925704
35.5	-0.469252202857569
